,Date,Pair,Predicted Returns,Actual Returns
0,2015-01-02,AAA_BBB,-0.0004405092945866434,-0.0027644992157619787
1,2015-01-03,AAA_BBB,-0.017458683013009672,-0.02811697828069367
2,2015-01-04,AAA_BBB,-0.0024005090833604703,-0.009652422359656507
3,2015-01-05,AAA_BBB,-0.012098622826812882,-0.0034897950679557456
4,2015-01-06,AAA_BBB,-0.0022751846623991147,-0.00837444142280615
5,2015-01-07,AAA_BBB,0.0024538476468398416,-0.013246233131389949
6,2015-01-08,AAA_BBB,0.0010553131934276365,-0.002049011597594365
7,2015-01-09,AAA_BBB,0.0157976103263115,-0.012043874804738178
8,2015-01-10,AAA_BBB,-0.017670595945953244,-0.006988888514943094
9,2015-01-11,AAA_BBB,-0.005859064285614596,0.006274449253645634
10,2015-01-12,AAA_BBB,0.0016266025682772493,-0.008030743836926216
11,2015-01-13,AAA_BBB,0.0009314627802226667,0.0011385976186760226
12,2015-01-14,AAA_BBB,0.004396017972633106,0.010436154789860435
13,2015-01-15,AAA_BBB,-0.002351333163770346,-0.0006464557930048274
14,2015-01-16,AAA_BBB,0.013557884011833707,0.02141910307739517
15,2015-01-17,AAA_BBB,-0.0007664943489142792,0.002465543832993342
16,2015-01-18,AAA_BBB,-0.020040104837704083,-0.011111342137570493
17,2015-01-19,AAA_BBB,-0.00391504685320606,-0.004647648562963423
18,2015-01-20,AAA_BBB,0.008165295775035006,0.024529532689450986
19,2015-01-21,AAA_BBB,-0.006219279739271193,-0.007493864217375141
20,2015-01-22,AAA_BBB,0.0019181240143613543,0.01131731976919493
21,2015-01-23,AAA_BBB,0.007216103723767457,-0.002077830419752498
22,2015-01-24,AAA_BBB,-0.004830056070497167,0.009968904066529267
23,2015-01-25,AAA_BBB,0.00021307583910096584,-0.003438330377459078
24,2015-01-26,AAA_BBB,-0.00403992913340332,0.006407787532509021
25,2015-01-27,AAA_BBB,-0.003397352552156739,-0.0030127183474015916
26,2015-01-28,AAA_BBB,0.0024866035892072437,-0.003505051614618709
27,2015-01-29,AAA_BBB,-0.0038366353198139953,0.0006539211950921708
28,2015-01-30,AAA_BBB,-0.011348222514444443,-0.004224845569722064
29,2015-01-31,AAA_BBB,0.008546760706590242,0.012104493383020153
30,2015-02-01,AAA_BBB,0.010272300486050948,0.019521616298213067
31,2015-02-02,AAA_BBB,0.011467419556738833,-0.009715591658920799
32,2015-02-03,AAA_BBB,-0.00037618298056137154,-0.0019695044872537304
33,2015-02-04,AAA_BBB,0.008328015440438333,0.008508483785010325
34,2015-02-05,AAA_BBB,-0.008623193808657517,-0.010227897073494908
35,2015-02-06,AAA_BBB,-0.006986986818052797,0.009772665599971742
36,2015-02-07,AAA_BBB,-0.009460368811247065,-0.012904670100303411
37,2015-02-08,AAA_BBB,0.006947720517331345,-0.0027072707204401345
38,2015-02-09,AAA_BBB,0.010141344882092335,-5.7403315478087805e-05
39,2015-02-10,AAA_BBB,0.007454189835285638,0.0022304303016016484
40,2015-02-11,AAA_BBB,-0.013624040007520821,-0.010553555682851698
41,2015-02-12,AAA_BBB,-0.002388212644532134,0.012598446998526946
42,2015-02-13,AAA_BBB,-0.0017035480362028099,0.009244726291743019
43,2015-02-14,AAA_BBB,-0.016939800503885622,-0.008571971130022026
44,2015-02-15,AAA_BBB,-0.015819724454492794,-0.015614708825276902
45,2015-02-16,AAA_BBB,-0.004523456126907699,0.002924411802109313
46,2015-02-17,AAA_BBB,0.015093848639033321,0.0054990686039660935
47,2015-02-18,AAA_BBB,-0.002657947868918058,-0.023926707724655254
48,2015-02-19,AAA_BBB,0.01965209727348011,0.00871069691699412
49,2015-02-20,AAA_BBB,0.0015729551618204976,0.011097212834430874
50,2015-02-21,AAA_BBB,0.0061438218399775925,-0.005028052481035793
51,2015-02-22,AAA_BBB,0.002510606035850792,0.006496810827061262
52,2015-02-23,AAA_BBB,-0.008650703693796643,-0.009328402919279458
53,2015-02-24,AAA_BBB,0.008036802423485511,0.004472155084003233
54,2015-02-25,AAA_BBB,0.003598066186929023,0.009328954508787847
55,2015-02-26,AAA_BBB,0.001670440328837092,0.009105092763274451
56,2015-02-27,AAA_BBB,-0.01000224014872683,0.014136363023077164
57,2015-02-28,AAA_BBB,-0.009985997455554414,-0.020903677309858718
58,2015-03-01,AAA_BBB,-0.017081403557874016,-0.008693157241929369
59,2015-03-02,AAA_BBB,-0.006919132741175244,-0.011412903061700709
60,2015-03-03,AAA_BBB,0.0016576612751844596,0.003662272450977224
61,2015-03-04,AAA_BBB,0.0072754239956824805,-0.012603435145714026
62,2015-03-05,AAA_BBB,-0.00963398386583311,-0.0038738277463933705
63,2015-03-06,AAA_BBB,-0.002485128939549797,0.012413295537730521
64,2015-03-07,AAA_BBB,-0.002291838871193531,-0.00312191981294683
65,2015-03-08,AAA_BBB,-0.00366534788320304,0.010224341688637409
66,2015-03-09,AAA_BBB,0.0016053068455063335,0.009473771077391557
67,2015-03-10,AAA_BBB,0.017169492789383952,-0.006960169715610988
68,2015-03-11,AAA_BBB,-0.019435605205876914,-0.0024204518203820393
69,2015-03-12,AAA_BBB,-0.009293325003683427,-0.007481062026851199
70,2015-03-13,AAA_BBB,0.00800858552740249,0.010124944932119474
71,2015-03-14,AAA_BBB,-0.015979925569995352,-0.02016642929598997
72,2015-03-15,AAA_BBB,-0.014914007444012396,-0.0065501677877431155
73,2015-03-16,AAA_BBB,-0.01787699666700594,-0.006692963768956536
74,2015-03-17,AAA_BBB,-0.013923489875862062,-0.006189185340124305
75,2015-03-18,AAA_BBB,-0.006373260740087077,-0.024200942468561835
76,2015-03-19,AAA_BBB,0.002427925173520616,-0.0028527238300299833
77,2015-03-20,AAA_BBB,0.007036674873732396,0.007071707539512827
78,2015-03-21,AAA_BBB,-0.007107123791897837,-0.006456433174578438
79,2015-03-22,AAA_BBB,0.0007647339632105872,-0.005006818397113038
80,2015-03-23,AAA_BBB,0.0011086646572712846,-0.0013673763259133562
81,2015-03-24,AAA_BBB,-0.0015081420337254607,0.02251672311714607
82,2015-03-25,AAA_BBB,-0.006161300056232486,0.0022820555922689664
83,2015-03-26,AAA_BBB,0.02830682206220371,0.005846775009808213
84,2015-03-27,AAA_BBB,0.0007544548163370295,-0.0027258298372635457
85,2015-03-28,AAA_BBB,0.0053610509811272584,0.01654695379181797
86,2015-03-29,AAA_BBB,0.015240456958605516,0.021101911805351113
87,2015-03-30,AAA_BBB,-0.01969134793605704,-0.01647581747767111
88,2015-03-31,AAA_BBB,-0.0053125426968960755,-0.020735338299956853
89,2015-04-01,AAA_BBB,0.011797061404992726,0.003571320173748555
90,2015-04-02,AAA_BBB,0.007928888410847011,0.0203666947107271
